genotype_id,gene_symbols,zygosity,expression_direction,genetic_background,primary_system,n_phenotype_terms,is_famous,eligible,phenotype_terms,pmids,direction,aging_terms,also_developmental
MGI:5800510,,hemizygote,increased,Not Specified,behavior/neurological,2,0,1,progressive muscle weakness|paralysis,27681617,shortens,premature death,0
MGI:5800511,,homozygote,increased,Not Specified,behavior/neurological,2,0,1,progressive muscle weakness|paralysis,27681617,shortens,premature death,0
MGI:5800512,,multi-locus,increased,involves: FVB/N,behavior/neurological,2,0,1,progressive muscle weakness|paralysis,27681617,shortens,premature death,0
MGI:5800513,,multi-locus,increased,involves: FVB/N,nervous system,17,0,1,progressive muscle weakness|paralysis|abnormal motor neuron morphology|motor neuron degeneration|decreased motor neuron number|abnormal motor neuron innervation pattern|decreased body weight|neurodegeneration|decreased vertical activity|astrocytosis|axon degeneration|microgliosis|increased variability of skeletal muscle fiber size|skeletal muscle fiber atrophy|decreased grip strength|neuronal cytoplasmic inclusions|abnormal cell cytoskeleton morphology,27681617,shortens,premature death,0
MGI:5800565,Dnm1,compound/other,altered,involves: 129 * C57BL/6J * FVB,nervous system,2,0,1,seizures|abnormal interictal brain wave pattern,27363778,shortens,premature death,0
MGI:5800675,Asah1,homozygote,unknown,involves: 129S6/SvEvTac * CD-1,immune system,36,0,1,increased leukocyte cell number|increased neutrophil cell number|increased monocyte cell number|enlarged spleen|enlarged lymph nodes|enlarged thymus|small ovary|weight loss|limb grasping|hepatic necrosis|postnatal growth retardation|hydrocephaly|abnormal pulmonary alveolus morphology|increased erythrocyte cell number|increased macrophage derived foam cell number|increased spleen weight|increased eosinophil cell number|abnormal lysosome morphology|cachexia|lethargy|increased hemoglobin content|abnormal enzyme/coenzyme activity|decreased long bone epiphyseal plate size|abnormal endochondral bone ossification|increased circulating interleukin-12b level|abnormal chemokine secretion|penis prolapse|pale spleen|decreased gonadal fat pad weight|abnormal circulating chemokine level|pulmonary alveolar edema|decreased tertiary ovarian follicle number|abnormal ceramide level|dilated brain ventricle|decreased liver enzyme/coenzyme activity|decreased spleen enzyme/coenzyme activity,23681708,shortens,premature death,0
MGI:5805256,Yme1l1,multi-locus,none,involves: C57BL/6 * C57BL/6NCrl * FVB/N,cardiovascular system,15,0,1,abnormal heart morphology|weight loss|abnormal cardiovascular system physiology|abnormal muscle physiology|dilated heart left ventricle|dilated cardiomyopathy|cardiac fibrosis|abnormal mitochondrial physiology|congestive heart failure|cardiac muscle necrosis|decreased mitochondrial size|abnormal myocardial fiber mitochondrial morphology|increased cardiac muscle cell glucose uptake|increased circulating troponin T level|decreased heart left ventricle muscle contractility,26785494,shortens,premature death,0
MGI:5805422,Plekhm2,homozygote,decreased,involves: C57BL/6J * C57BL/6N,immune system,3,0,1,increased leukocyte cell number|decreased susceptibility to bacterial infection|increased circulating alkaline phosphatase level,26268777,protective,decreased susceptibility to bacterial infection induced morbidity/mortality,0
MGI:5805519,,hemizygote,increased,Not Specified,endocrine/exocrine gland,15,0,1,enlarged adrenal glands|enlarged scrotum|increased body weight|weight loss|ataxia|increased circulating adrenocorticotropin level|increased pituitary adenoma incidence|abnormal hair growth|large penis|abnormal spine curvature|abnormal adrenal cortex morphology|adrenal medulla hyperplasia|thin adrenal cortex|increased pituitary gland tumor incidence|increased adrenal gland weight,1316082,shortens,premature death,0
MGI:5805976,,other,increased,either: (involves: BALB/c * Swiss Webster) or (involves: C57BL/6 * Swiss Webster),neoplasm,8,0,1,hindlimb paralysis|abnormal dorsal root ganglion morphology|abnormal spinal nerve morphology|increased immunoglobulin level|increased lymphoblastic lymphoma incidence|increased myeloma incidence|increased plasmacytoma incidence|increased hemolymphoid system tumor incidence,12424201,shortens,premature death,0
MGI:5806128,Hgsnat,homozygote,decreased,involves: C57BL/6N * C57BL/6NTac,nervous system,25,0,1,enlarged liver|abnormal hepatocyte morphology|enlarged spleen|abnormal cerebral cortex morphology|abnormal Purkinje cell morphology|abnormal CNS glial cell morphology|increased anxiety-related response|decreased locomotor activity|increased circulating alanine transaminase level|increased liver weight|astrocytosis|abnormal nervous system morphology|abnormal proximal convoluted tubule morphology|increased spleen weight|abnormal lysosome morphology|increased blood urea nitrogen level|abnormal Kupffer cell morphology|microgliosis|abnormal ventricle myocardium morphology|abnormal bronchus epithelium morphology|abnormal glycosaminoglycan level|abnormal mitochondrial crista morphology|abnormal Purkinje cell mitochondrial morphology|abnormal liver enzyme/coenzyme activity|abnormal brain enzyme/coenzyme activity,27491071,shortens,premature death,0
MGI:5806505,,other,increased,C57BL/6J-Tg(SFTPC-CD74/ROS1)125Tno,neoplasm,4,0,1,increased lung adenocarcinoma incidence|increased lung adenoma incidence|increased lung tumor incidence|increased lung non-small cell carcinoma incidence,26964870,shortens,premature death,0
MGI:5806507,,other,increased,C57BL/6J-Tg(SFTPC-SDC4/ROS1)141Tno,neoplasm,4,0,1,increased lung adenocarcinoma incidence|increased lung adenoma incidence|increased lung tumor incidence|increased lung non-small cell carcinoma incidence,26964870,shortens,premature death,0
MGI:5806781,26Sor,multi-locus,increased,involves: 129P2/OlaHsd * C57BL/6 * CBA/J * DBA/2 * FVB/N,hematopoietic system,10,0,1,increased leukocyte cell number|increased granulocyte number|increased basophil cell number|decreased hemoglobin content|increased liver weight|increased hematopoietic stem cell number|increased spleen weight|increased chronic myelocytic leukemia incidence|abnormal hematopoietic stem cell physiology|increased myeloid cell number,26304963,shortens,premature death,0
MGI:5806784,,multi-locus,increased,involves: C57BL/6 * CBA/J * DBA/2 * FVB/N,hematopoietic system,3,0,1,increased leukocyte cell number|increased granulocyte number|increased chronic myelocytic leukemia incidence,26304963,shortens,premature death,0
MGI:5806786,26Sor,multi-locus,increased,involves: 129P2/OlaHsd * C57BL/6 * CBA/J * FVB/N,neoplasm,1,0,1,increased leukemia incidence,26304963,shortens,premature death,0
MGI:5806886,Cap2,homozygote,decreased,involves: C57BL/6J * C57BL/6N,cardiovascular system,17,0,1,decreased body weight|microphthalmia|small pupil|postnatal growth retardation|eye inflammation|increased susceptibility to infection|dilated heart left ventricle|dilated cardiomyopathy|decreased aerobic running capacity|abnormal impulse conducting system conduction|prolonged QT interval|cardiac interstitial fibrosis|congestive heart failure|decreased grip strength|prolonged QRS complex duration|prolonged HV interval|decreased heart left ventricle muscle contractility,26616005,shortens,premature death,0
MGI:5806895,Cap2,multi-locus,none,involves: C57BL/6J * C57BL/6N,cardiovascular system,7,0,1,abnormal impulse conducting system conduction|decreased heart rate|prolonged QRS complex duration|prolonged RR interval|atrioventricular block|prolonged HV interval|sinus bradycardia,26616005,shortens,premature death,0
MGI:5810133,Bicd2,homozygote,decreased,involves: C57BL/6,nervous system,29,0,1,domed cranium|abnormal stratification in cerebral cortex|abnormal hippocampus layer morphology|small cerebellum|abnormal cerebellar Purkinje cell layer|absent cerebellar granule layer|abnormal cerebellar molecular layer|decreased body weight|weight loss|impaired coordination|abnormal gait|limb grasping|hydrocephaly|cerebral aqueductal stenosis|thin cerebral cortex|abnormal hippocampus pyramidal cell layer|enlarged lateral ventricles|abnormal Purkinje cell dendrite morphology|abnormal cerebellar Golgi cell morphology|abnormal cerebellar layer morphology|abnormal cerebellar granule cell migration|abnormal cerebellum white matter morphology|abnormal brain ependyma morphology|long stride length|abnormal septum pellucidum morphology|forebrain atrophy|abnormal extracellular matrix morphology|hippocampus atrophy|striatum atrophy,24614806,shortens,premature death,0
MGI:5810135,Bicd2,multi-locus,none,involves: C57BL/6 * FVB/N,nervous system,4,0,1,abnormal stratification in cerebral cortex|abnormal hippocampus layer morphology|hydrocephaly|abnormal cerebellar layer morphology,24614806,shortens,premature death,0
MGI:5810136,Bicd2,multi-locus,none,involves: C57BL/6 * FVB/N,nervous system,10,0,1,decreased corpus callosum size|abnormal stratification in cerebral cortex|abnormal hippocampus layer morphology|absent cerebellar granule layer|hydrocephaly|abnormal neuronal migration|abnormal hippocampus pyramidal cell layer|abnormal cerebellar layer morphology|abnormal cerebellar granule cell migration|decreased brain external capsule size,24614806,shortens,premature death,0
MGI:5810170,A1cf|Mtor,multi-locus,decreased,involves: 129S1/Sv * 129X1/SvJ * C57BL/6 * FVB/N,cardiovascular system,23,1,1,enlarged heart|abnormal myocardial fiber morphology|dilated cardiomyopathy|increased cardiomyocyte apoptosis|abnormal sarcomere morphology|abnormal myocardial fiber physiology|increased response of heart to induced stress|decreased myocardial fiber size|decreased cardiac muscle contractility|ascites|decreased heart ventricle muscle contractility|cardiac interstitial fibrosis|abnormal mitochondrial physiology|congestive heart failure|abnormal autophagy|increased heart atrium size|increased heart ventricle size|pleural effusion|thin interventricular septum|dilated mitochondrion|abnormal translation|abnormal myocardial fiber mitochondrial morphology|decreased heart left ventricle wall thickness,20644257,shortens,premature death,0
MGI:5810178,A1cf|Eif4ebp1|Mtor,multi-locus,decreased,involves: 129S4/SvJae * C57BL/6 * FVB/N,cellular,4,1,1,decreased cardiomyocyte apoptosis|cardiac interstitial fibrosis|abnormal mitochondrial physiology|abnormal autophagy,20644257,shortens,premature death,0
MGI:5810275,Plp1,hemizygote,unknown,BALB/cJ-Plp1<jp-6J>/GrsrJ,cellular,3,0,1,tremors|asthenozoospermia|oligozoospermia,,shortens,premature death,0
MGI:5811093,,other,increased,involves: C57BL/6 * Swiss Webster,hematopoietic system,4,0,1,abnormal T cell differentiation|abnormal T cell morphology|increased DN3 thymocyte number|increased thymus tumor incidence,26753883,shortens,premature death,0
MGI:5811097,,multi-locus,increased,involves: C57BL/6 * Swiss Webster,neoplasm,6,0,1,abnormal thymus morphology|increased T cell derived lymphoma incidence|increased sarcoma incidence|abnormal double-negative T cell morphology|increased hepatocellular carcinoma incidence|increased gastrointestinal stromal tumor incidence,26753883,shortens,premature death,0
MGI:5811248,Snap91,homozygote,decreased,involves: 129S6/SvEvTac * C57BL/6NTac,nervous system,21,0,1,decreased body weight|decreased anxiety-related response|abnormal nest building behavior|limb grasping|postnatal growth retardation|abnormal CNS synaptic transmission|abnormal excitatory postsynaptic potential|enhanced paired-pulse facilitation|abnormal inhibitory postsynaptic currents|abnormal response to novel object|tonic-clonic seizures|abnormal miniature excitatory postsynaptic currents|abnormal synaptic vesicle morphology|abnormal synaptic vesicle recycling|abnormal synaptic vesicle number|abnormal synaptic plasticity|abnormal brain wave pattern|decreased excitatory postsynaptic current amplitude|abnormal excitatory synapse morphology|abnormal inhibitory synapse morphology|increased locomotor activity,26412491,shortens,premature death,1
MGI:5811261,Cdkn1b|Kit,multi-locus,decreased,involves: 129S1/Sv * C57BL/6J,endocrine/exocrine gland,3,0,1,abnormal ovary physiology|increased ovary tumor incidence|increased ovary adenoma incidence,27354067,shortens,premature death,0
MGI:5811631,Slc52a3,homozygote,decreased,involves: C57BL/6N,homeostasis/metabolism,14,0,1,hypoglycemia|decreased body weight|hyperlipidemia|abnormal lipid homeostasis|glutaricadicuria|increased circulating carnitine level|abnormal vitamin homeostasis|abnormal placental transport|decreased placenta weight|abnormal vitamin level|decreased fetal weight|decreased birth weight|decreased food intake|decreased fatty acid beta-oxidation,27272163,shortens,premature death,1
MGI:5811784,Pmm2,compound/other,unknown,involves: 129S6/SvEvTac * C57BL/6J,cardiovascular system,18,0,1,kyphosis|abnormal myocardial fiber morphology|thin ventricular wall|decreased body weight|decreased body size|abnormal eye morphology|hypotonia|decreased circulating insulin-like growth factor I level|abnormal vertebral column morphology|abnormal proximal convoluted tubule morphology|abnormal myocardium layer morphology|dilated proximal convoluted tubule|abnormal blood homeostasis|thin interventricular septum|proximal convoluted tubule brush border loss|decreased circulating antithrombin level|Mallory bodies|large posterior fontanelle,27053713,shortens,premature death,1
MGI:5812398,Lncpint,homozygote,decreased,involves: 129S6/SvEvTac * C57BL/6NTac,growth/size/body region,17,0,1,abnormal xiphoid process morphology|alopecia|progressive muscle weakness|herniated abdominal wall|decreased body weight|limb grasping|postnatal growth retardation|abnormal hair follicle development|decreased lean body mass|decreased skeletal muscle mass|decreased subcutaneous adipose tissue amount|decreased gastrocnemius weight|decreased tibialis anterior weight|skin fibrosis|decreased body fat mass|decreased bone mineral density of femur|lordokyphosis,25909911,shortens,premature aging,0
MGI:5816716,Adk|Adora1,multi-locus,decreased,involves: 129P2/OlaHsd * C57BL/6 * SJL,behavior/neurological,1,0,1,environmentally induced seizures,27903722,shortens,premature death,0
MGI:5817440,Cfap54,homozygote,decreased,B6J.B6N-Cfap54<Gt(IST10309B2)Tigm>,nervous system,12,0,1,domed cranium|abnormal cerebral cortex morphology|dilated lateral ventricle|hydrocephaly|intraventricular hemorrhage|abnormal tracheal ciliated epithelium morphology|abnormal brain white matter morphology|impaired mucociliary clearance|abnormal respiratory motile cilium morphology|abnormal respiratory motile cilium physiology|absent brain ependyma motile cilia|abnormal brain ependyma motile cilium physiology,26224312,shortens,premature death,0
